"","index","Job.Title","Salary.Estimate","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","Python","SAS","MATLAB","R","Java","SQL"
"527","526","Scientist - Machine Learning","$212K-$331K (Glassdoor est.)",3.5,"Allen Institute
3.5","Seattle, WA","Seattle, WA","201 to 500 ","2003","Nonprofit Organization","Research & Development","Business Services","100 to 500 million ","Not Provided","Seattle","WA","212000-331000",212000,331000,271500,100000000,500000000,300000000,201,500,351,0,0,0,0,0,0
"528","527","Data Scientist","$212K-$331K (Glassdoor est.)",2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY","1001 to 5000 ","1976","Company - Public","Wholesale","Business Services","1 to 2 billion ","Not Provided","New York","NY","212000-331000",212000,331000,271500,1000000000,2000000000,1500000000,1001,5000,3001,1,1,0,0,0,1
"529","528","Data Scientist","$212K-$331K (Glassdoor est.)",3.5,"Aptive
3.5","Washington, DC","Alexandria, VA","51 to 200 ","2012","Company - Private","Consulting","Business Services","25 to 50 million ","Not Provided","Washington","DC","212000-331000",212000,331000,271500,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"530","529","Data Scientist - Image and Video Analytics","$66K-$112K (Glassdoor est.)",4.9,"The Mom Project
4.9","Longmont, CO","Chicago, IL","1 to 50 ","2016","Company - Private","Staffing & Outsourcing","Business Services","Not Provided","Not Provided","Longmont","CO","66000-112000",66000,112000,89000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,0
"531","530","Data Scientist","$66K-$112K (Glassdoor est.)",3.6,"Powertek
3.6","Washington, DC","Rockville, MD","51 to 200 ","2001","Company - Private","IT Services","Information Technology","25 to 50 million ","Not Provided","Washington","DC","66000-112000",66000,112000,89000,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"532","531","Data Scientist","$66K-$112K (Glassdoor est.)",5,"JCD Staffing
5.0","Washington, DC","Germantown, MD","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","Washington","DC","66000-112000",66000,112000,89000,100000000,500000000,300000000,1,50,26,0,0,0,0,0,0
"533","532","Data Scientist","$66K-$112K (Glassdoor est.)",3.1,"Bayside Solutions
3.1","Sunnyvale, CA","Pleasanton, CA","1 to 50 ","2001","Company - Private","Staffing & Outsourcing","Business Services","1 to 5 million ","Not Provided","Sunnyvale","CA","66000-112000",66000,112000,89000,1000000,5000000,3000000,1,50,26,1,0,0,0,0,1
"534","533","Senior Data Engineer","$66K-$112K (Glassdoor est.)",3.9,"Thumbtack
3.9","San Francisco, CA","San Francisco, CA","501 to 1000 ","2009","Company - Private","Internet","Information Technology","Not Provided","Not Provided","San Francisco","CA","66000-112000",66000,112000,89000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,0
"535","534","Data Scientist","$66K-$112K (Glassdoor est.)",3.4,"MILVETS Systems Technology, Inc.
3.4","Patuxent, Anne Arundel, MD","Orlando, FL","51 to 200 ","1986","Company - Private","IT Services","Information Technology","25 to 50 million ","Not Provided","Patuxent","Anne Arundel, MD","66000-112000",66000,112000,89000,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"536","535","Machine Learning Scientist / Engineer","$66K-$112K (Glassdoor est.)",4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA","10000 ","1976","Company - Public","Computer Hardware & Software","Information Technology","10 billion ","Google, Microsoft, Samsung Electronics","Santa Clara","CA","66000-112000",66000,112000,89000,10000000000,500000000,10000000000,10000,500,10000,0,0,0,0,0,0
"537","536","Data Scientist","$66K-$112K (Glassdoor est.)",4.1,"Kforce
4.1","Fairfax, VA","Tampa, FL","10000 ","1966","Company - Public","Staffing & Outsourcing","Business Services","1 to 2 billion ","Not Provided","Fairfax","VA","66000-112000",66000,112000,89000,1000000000,2000000000,1500000000,10000,500,10000,0,0,0,0,0,0
"538","537","Sr. Data Scientist","$66K-$112K (Glassdoor est.)",3.5,"Evolve Vacation Rental
3.5","Denver, CO","Denver, CO","201 to 500 ","2011","Company - Private","Travel Agencies","Travel & Tourism","Not Provided","Not Provided","Denver","CO","66000-112000",66000,112000,89000,100000000,500000000,300000000,201,500,351,1,0,0,0,0,1
"539","538","Intelligence Data Analyst, Senior","$66K-$112K (Glassdoor est.)",4.3,"The Buffalo Group
4.3","Fort Belvoir, VA","Reston, VA","501 to 1000 ","2010","Company - Private","IT Services","Information Technology","100 to 500 million ","ManTech, Booz Allen Hamilton, Leidos","Fort Belvoir","VA","66000-112000",66000,112000,89000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,0
"540","539","Data Science Analyst","$66K-$112K (Glassdoor est.)",4.4,"OppLoans
4.4","Chicago, IL","Chicago, IL","201 to 500 ","2012","Company - Private","Lending","Finance","100 to 500 million ","Not Provided","Chicago","IL","66000-112000",66000,112000,89000,100000000,500000000,300000000,201,500,351,1,0,0,1,0,1
"541","540","Data Scientist","$66K-$112K (Glassdoor est.)",3.8,"AgreeYa Solutions
3.8","Thousand Oaks, CA","Folsom, CA","1001 to 5000 ","1999","Company - Private","IT Services","Information Technology","50 to 100 million ","Not Provided","Thousand Oaks","CA","66000-112000",66000,112000,89000,50000000,100000000,75000000,1001,5000,3001,1,0,0,1,0,1
"542","541","Data Scientist","$66K-$112K (Glassdoor est.)",3.7,"Carolina Power & Light Co
3.7","McLean, VA","Raleigh, NC","5001 to 10000 ","1908","Subsidiary or Business Segment","Energy","Oil, Gas, Energy & Utilities","Not Provided","South Carolina Electric & Gas, Virginia Electric and Power","McLean","VA","66000-112000",66000,112000,89000,100000000,500000000,300000000,5001,10000,7501,1,0,0,0,1,1
"543","542","COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY","$66K-$112K (Glassdoor est.)",3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX","1001 to 5000 ","1947","Nonprofit Organization","Research & Development","Business Services","500 million to 1 billion ","Los Alamos National Laboratory, Battelle, SRI International","San Antonio","TX","66000-112000",66000,112000,89000,500000000000000000,1000000000,250000000500000000,1001,5000,3001,1,0,0,0,1,1
"544","543","Data Scientist","$66K-$112K (Glassdoor est.)",3.9,"Brillient
3.9","Silver Spring, MD","Reston, VA","501 to 1000 ","2006","Company - Private","IT Services","Information Technology","25 to 50 million ","Not Provided","Silver Spring","MD","66000-112000",66000,112000,89000,25000000,50000000,37500000,501,1000,751,1,1,1,0,0,0
"545","544","Data Modeler (Analytical Systems)","$66K-$112K (Glassdoor est.)",3.7,"MassMutual
3.7","Boston, MA","Springfield, MA","5001 to 10000 ","1851","Company - Private","Insurance Carriers","Insurance","10 billion ","Not Provided","Boston","MA","66000-112000",66000,112000,89000,10000000000,500000000,10000000000,5001,10000,7501,0,0,0,0,0,1
"546","545","Data Scientist","$66K-$112K (Glassdoor est.)",2.9,"Xator Corporation
2.9","Washington, DC","Reston, VA","501 to 1000 ","Not Provided","Contract","IT Services","Information Technology","25 to 50 million ","Not Provided","Washington","DC","66000-112000",66000,112000,89000,25000000,50000000,37500000,501,1000,751,0,0,0,0,0,0
"547","546","Data Scientist","$66K-$112K (Glassdoor est.)",4.6,"HAN IT Staffing Inc.
4.6","New York, NY","Totowa, NJ","51 to 200 ","2012","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","New York","NY","66000-112000",66000,112000,89000,100000000,500000000,300000000,51,200,126,1,1,0,0,0,1
"548","547","Data Scientist","$66K-$112K (Glassdoor est.)",3.4,"Infinitive Inc
3.4","McLean, VA","Cedar Rapids, IA","201 to 500 ","1997","Company - Private","Enterprise Software & Network Solutions","Information Technology","10 to 25 million ","Not Provided","McLean","VA","66000-112000",66000,112000,89000,10000000,25000000,17500000,201,500,351,1,0,0,0,1,1
"549","548","Data Engineer (Analytics, SQL, Python, AWS)","$66K-$112K (Glassdoor est.)",4,"Travelers
4.0","Hartford, CT","Hartford, CT","10000 ","1853","Company - Public","Insurance Carriers","Insurance","10 billion ","Not Provided","Hartford","CT","66000-112000",66000,112000,89000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,1
"550","549","Data Scientist 3 (718)","$128K-$201K (Glassdoor est.)",3.3,"Amyris
3.3","Emeryville, CA","Emeryville, CA","201 to 500 ","2003","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ","Not Provided","Emeryville","CA","128000-201000",128000,201000,164500,100000000,500000000,300000000,201,500,351,1,0,0,0,0,0
"551","550","Data Scientist","$128K-$201K (Glassdoor est.)",4.3,"Lightspeed Systems
4.3","Austin, TX","Austin, TX","51 to 200 ","1999","Company - Private","Computer Hardware & Software","Information Technology","25 to 50 million ","Not Provided","Austin","TX","128000-201000",128000,201000,164500,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"552","551","Senior Data Scientist","$128K-$201K (Glassdoor est.)",3.9,"Thumbtack
3.9","San Francisco, CA","San Francisco, CA","501 to 1000 ","2009","Company - Private","Internet","Information Technology","Not Provided","Not Provided","San Francisco","CA","128000-201000",128000,201000,164500,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,0
"553","552","Senior Data Analyst - Finance & Platform Analytics","$128K-$201K (Glassdoor est.)",3.6,"Twitch
3.6","San Francisco, CA","San Francisco, CA","1001 to 5000 ","2011","Subsidiary or Business Segment","Internet","Information Technology","Not Provided","Not Provided","San Francisco","CA","128000-201000",128000,201000,164500,100000000,500000000,300000000,1001,5000,3001,1,0,0,1,0,1
"554","553","Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team)","$128K-$201K (Glassdoor est.)",4.7,"New Relic
4.7","Portland, OR","San Francisco, CA","1001 to 5000 ","2008","Company - Public","Computer Hardware & Software","Information Technology","100 to 500 million ","AppDynamics, Datadog, Dynatrace","Portland","OR","128000-201000",128000,201000,164500,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,1,0
"555","554","IT Partner Digital Health Technology and Data Science","$128K-$201K (Glassdoor est.)",3.6,"Biogen
3.6","Cambridge, MA","Cambridge, MA","5001 to 10000 ","1978","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Not Provided","Cambridge","MA","128000-201000",128000,201000,164500,10000000000,500000000,10000000000,5001,10000,7501,0,0,0,0,0,0
"556","555","Data Scientist","$128K-$201K (Glassdoor est.)",3.8,"HireAi","San Francisco, CA","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","Not Provided","San Francisco","CA","128000-201000",128000,201000,164500,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0
"557","556","Senior Machine Learning Scientist - Bay Area, CA","$128K-$201K (Glassdoor est.)",3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL","501 to 1000 ","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Not Provided","Not Provided","Redwood City","CA","128000-201000",128000,201000,164500,100000000,500000000,300000000,501,1000,751,1,0,0,0,1,1
"558","557","Data Scientist","$128K-$201K (Glassdoor est.)",3.3,"ICW Group
3.3","San Diego, CA","San Diego, CA","501 to 1000 ","1972","Company - Private","Insurance Carriers","Insurance","500 million to 1 billion ","Liberty Mutual Insurance, EMPLOYERS, Travelers","San Diego","CA","128000-201000",128000,201000,164500,500000000000000000,1000000000,250000000500000000,501,1000,751,1,0,0,0,0,1
"559","558","Clinical Data Analyst","$128K-$201K (Glassdoor est.)",3.8,"NYSTEC
3.8","New York, NY","Rome, NY","51 to 200 ","1996","Nonprofit Organization","Consulting","Business Services","25 to 50 million ","KPMG, Accenture, Deloitte","New York","NY","128000-201000",128000,201000,164500,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"560","559","Data Scientist","$128K-$201K (Glassdoor est.)",4.5,"E3 Federal Solutions
4.5","Chantilly, VA","McLean, VA","501 to 1000 ","2004","Company - Private","Consulting","Business Services","Not Provided","Not Provided","Chantilly","VA","128000-201000",128000,201000,164500,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0
"561","560","Data Engineer","$128K-$201K (Glassdoor est.)",4.5,"Kingfisher Systems
4.5","Falls Church, VA","Falls Church, VA","51 to 200 ","2005","Company - Private","Federal Agencies","Government","25 to 50 million ","Not Provided","Falls Church","VA","128000-201000",128000,201000,164500,25000000,50000000,37500000,51,200,126,1,0,0,0,0,1
"562","561","Data Scientist Technical Specialist","$128K-$201K (Glassdoor est.)",3.4,"Peraton
3.4","Chantilly, VA","Herndon, VA","1001 to 5000 ","2017","Company - Private","Aerospace & Defense","Aerospace & Defense","1 to 2 billion ","Not Provided","Chantilly","VA","128000-201000",128000,201000,164500,1000000000,2000000000,1500000000,1001,5000,3001,1,0,0,0,0,1
"563","562","Senior Data Scientist","$128K-$201K (Glassdoor est.)",3.1,"Group O
3.1","Chicago, IL","Milan, IL","1001 to 5000 ","1974","Company - Private","Staffing & Outsourcing","Business Services","500 million to 1 billion ","Not Provided","Chicago","IL","128000-201000",128000,201000,164500,500000000000000000,1000000000,250000000500000000,1001,5000,3001,1,0,0,0,0,0
"564","563","Data Science Manager","$128K-$201K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 to 10000 ","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ","Not Provided","San Francisco","CA","128000-201000",128000,201000,164500,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,1,0,1
"565","564","Computer Vision / Deep Learning Scientist","$128K-$201K (Glassdoor est.)",3.3,"Tempus Labs
3.3","Chicago, IL","Chicago, IL","501 to 1000 ","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Not Provided","Not Provided","Chicago","IL","128000-201000",128000,201000,164500,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0
"566","565","Big Data Engineer","$128K-$201K (Glassdoor est.)",4.1,"CaptiveAire
4.1","Raleigh, NC","Raleigh, NC","1001 to 5000 ","1976","Company - Private","Industrial Manufacturing","Manufacturing","100 to 500 million ","Not Provided","Raleigh","NC","128000-201000",128000,201000,164500,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,0,1
"567","566","Data Architect","$128K-$201K (Glassdoor est.)",4.2,"LSQ
4.2","Orlando, FL","Orlando, FL","51 to 200 ","1996","Company - Private","Investment Banking & Asset Management","Finance","100 to 500 million ","Not Provided","Orlando","FL","128000-201000",128000,201000,164500,100000000,500000000,300000000,51,200,126,1,0,0,0,1,1
"568","567","Machine Learning Engineer","$128K-$201K (Glassdoor est.)",3.9,"Temboo
3.9","New York, NY","New York, NY","1 to 50 ","Not Provided","Company - Private","IT Services","Information Technology","Not Provided","Not Provided","New York","NY","128000-201000",128000,201000,164500,100000000,500000000,300000000,1,50,26,0,0,0,0,0,1
"569","568","Data Scientist","$128K-$201K (Glassdoor est.)",3.8,"Kibo","Philadelphia, PA","Marbella, Spain","Unknown","Not Provided","Company - Public","Not Provided","Not Provided","Not Provided","Not Provided","Philadelphia","PA","128000-201000",128000,201000,164500,100000000,500000000,300000000,501,500,751,1,1,0,0,0,0
"570","569","Aviation AI/ML Data Scientist","$128K-$201K (Glassdoor est.)",3.3,"MITRE
3.3","McLean, VA","Bedford, MA","5001 to 10000 ","1958","Nonprofit Organization","Federal Agencies","Government","1 to 2 billion ","Battelle, General Atomics, SAIC","McLean","VA","128000-201000",128000,201000,164500,1000000000,2000000000,1500000000,5001,10000,7501,1,0,0,0,0,0
"571","570","Data Scientist","$138K-$158K (Glassdoor est.)",3.9,"Mars
3.9","United States","Mc Lean, VA","10000 ","1911","Company - Private","Food & Beverage Manufacturing","Manufacturing","10 billion ","Not Provided","United States","Not Provided","138000-158000",138000,158000,148000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,0
"572","571","Data Scientist / Applied Mathematician","$138K-$158K (Glassdoor est.)",4.5,"Fullpower Technologies, Inc.
4.5","Santa Cruz, CA","Santa Cruz, CA","51 to 200 ","2003","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million ","Not Provided","Santa Cruz","CA","138000-158000",138000,158000,148000,10000000,25000000,17500000,51,200,126,1,0,0,0,0,1
"573","572","Machine Learning Engineer, Sr.","$138K-$158K (Glassdoor est.)",4.2,"AeroVironment
4.2","Simi Valley, CA","Simi Valley, CA","501 to 1000 ","1971","Company - Public","Aerospace & Defense","Aerospace & Defense","100 to 500 million ","General Atomics, Boeing, Northrop Grumman","Simi Valley","CA","138000-158000",138000,158000,148000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,0
"574","573","Data Scientist (TS/SCI w/ Poly)","$138K-$158K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO","5001 to 10000 ","Not Provided","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ","Not Provided","Herndon","VA","138000-158000",138000,158000,148000,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,0,0,0
"575","574","Weapons and Sensors Engineer/Scientist","$138K-$158K (Glassdoor est.)",4,"Dynetics
4.0","Huntsville, AL","Huntsville, AL","1001 to 5000 ","1974","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million ","Not Provided","Huntsville","AL","138000-158000",138000,158000,148000,100000000,500000000,300000000,1001,5000,3001,0,0,0,0,0,0
"576","575","Applied Computer Scientist","$138K-$158K (Glassdoor est.)",4.5,"Systems & Technology Research
4.5","Woburn, MA","Woburn, MA","201 to 500 ","2010","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million ","Not Provided","Woburn","MA","138000-158000",138000,158000,148000,100000000,500000000,300000000,201,500,351,0,0,0,0,0,0
"577","576","Senior Data Analyst","$138K-$158K (Glassdoor est.)",4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA","501 to 1000 ","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","100 to 500 million ","Leidos, CACI International, Booz Allen Hamilton","Herndon","VA","138000-158000",138000,158000,148000,100000000,500000000,300000000,501,1000,751,1,0,0,0,1,1
"578","577","Information Systems Engineering Specialist (Engineering Scientist)","$138K-$158K (Glassdoor est.)",3.8,"Applied Research Laboratories
3.8","Austin, TX","Austin, TX","501 to 1000 ","Not Provided","College / University","Colleges & Universities","Education","Not Provided","Not Provided","Austin","TX","138000-158000",138000,158000,148000,100000000,500000000,300000000,501,1000,751,1,0,0,0,0,0
"579","578","Cloud Data Engineer (Azure)","$138K-$158K (Glassdoor est.)",3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA","10000 ","1933","Other Organization","Banks & Credit Unions","Finance","Not Provided","Not Provided","Merrifield","VA","138000-158000",138000,158000,148000,100000000,500000000,300000000,10000,500,10000,0,0,0,0,0,1
"580","579","Scientist/Research Associate-Metabolic Engineering","$138K-$158K (Glassdoor est.)",2,"Conagen
2.0","New Bedford, MA","Bedford, MA","51 to 200 ","Not Provided","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Not Provided","Not Provided","New Bedford","MA","138000-158000",138000,158000,148000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0
"581","580","Vice President, Biometrics and Clinical Data Management","$138K-$158K (Glassdoor est.)",4.8,"Alector
4.8","South San Francisco, CA","South San Francisco, CA","51 to 200 ","2013","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Not Provided","Not Provided","South San Francisco","CA","138000-158000",138000,158000,148000,100000000,500000000,300000000,51,200,126,0,1,0,1,0,0
"582","581","Enterprise Data Analyst (Enterprise Portfolio Management Office)","$138K-$158K (Glassdoor est.)",3.9,"Navy Federal Credit Union
3.9","Merrifield, VA","Vienna, VA","10000 ","1933","Other Organization","Banks & Credit Unions","Finance","Not Provided","Not Provided","Merrifield","VA","138000-158000",138000,158000,148000,100000000,500000000,300000000,10000,500,10000,0,0,0,0,0,1
"583","582","Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$138K-$158K (Glassdoor est.)",3.3,"Reynolds American
3.3","Winston-Salem, NC","Winston-Salem, NC","5001 to 10000 ","1875","Company - Private","Consumer Products Manufacturing","Manufacturing","10 billion ","Not Provided","Winston-Salem","NC","138000-158000",138000,158000,148000,10000000000,500000000,10000000000,5001,10000,7501,0,0,0,0,0,0
"584","583","Lead Data Scientist – Network Analysis and Control","$138K-$158K (Glassdoor est.)",3.3,"MITRE
3.3","Bedford, MA","Bedford, MA","5001 to 10000 ","1958","Nonprofit Organization","Federal Agencies","Government","1 to 2 billion ","Battelle, General Atomics, SAIC","Bedford","MA","138000-158000",138000,158000,148000,1000000000,2000000000,1500000000,5001,10000,7501,1,0,0,0,1,1
"585","584","Senior Machine Learning Engineer","$138K-$158K (Glassdoor est.)",5,"LifeOmic
5.0","Raleigh, NC","Indianapolis, IN","51 to 200 ","2016","Company - Private","Enterprise Software & Network Solutions","Information Technology","Not Provided","Not Provided","Raleigh","NC","138000-158000",138000,158000,148000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0
"586","585","Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics","$138K-$158K (Glassdoor est.)",4.4,"Homology Medicines, Inc.
4.4","New Bedford, MA","Bedford, MA","51 to 200 ","Not Provided","Company - Public","Not Provided","Not Provided","Not Provided","Not Provided","New Bedford","MA","138000-158000",138000,158000,148000,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0
"587","586","Data Engineer","$138K-$158K (Glassdoor est.)",3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL","51 to 200 ","1992","Company - Private","Advertising & Marketing","Business Services","10 to 25 million ","Not Provided","Chicago","IL","138000-158000",138000,158000,148000,10000000,25000000,17500000,51,200,126,1,1,0,0,0,1
"588","587","Developer III - Data Science","$138K-$158K (Glassdoor est.)",3.3,"Inland Empire Health Plan
3.3","Rancho Cucamonga, CA","Rancho Cucamonga, CA","1001 to 5000 ","1996","Company - Public","Health Care Services & Hospitals","Health Care","1 to 2 billion ","Not Provided","Rancho Cucamonga","CA","138000-158000",138000,158000,148000,1000000000,2000000000,1500000000,1001,5000,3001,0,1,0,0,0,1
"589","588","Senior Data Engineer","$138K-$158K (Glassdoor est.)",2.9,"Affinity Solutions
2.9","New York, NY","New York, NY","51 to 200 ","1998","Company - Private","Advertising & Marketing","Business Services","Not Provided","Commerce Signals, Cardlytics, Yodlee","New York","NY","138000-158000",138000,158000,148000,100000000,500000000,300000000,51,200,126,1,0,0,0,0,1
"590","589","Hydrogen/Tritium Materials Scientist (Experienced)","$138K-$158K (Glassdoor est.)",3.8,"Sandia National Laboratories
3.8","Livermore, CA","Albuquerque, NM","10000 ","1949","Government","Federal Agencies","Government","2 to 5 billion ","Los Alamos National Laboratory, Lawrence Livermore National Laboratory","Livermore","CA","138000-158000",138000,158000,148000,2000000000,5000000000,3500000000,10000,500,10000,0,0,0,0,0,0
"591","590","Data Engineer","$138K-$158K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","McLean, VA","Westminster, CO","5001 to 10000 ","Not Provided","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ","Not Provided","McLean","VA","138000-158000",138000,158000,148000,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,0,1,1
"592","591","Patient Safety- Associate Data Scientist","$80K-$132K (Glassdoor est.)",4,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom","10000 ","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Roche, GlaxoSmithKline, Novartis","Gaithersburg","MD","80000-132000",80000,132000,106000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,1
"593","592","Senior Data Scientist","$80K-$132K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 to 10000 ","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ","Not Provided","San Francisco","CA","80000-132000",80000,132000,106000,2000000000,5000000000,3500000000,5001,10000,7501,1,1,0,0,1,1
"594","593","Data Scientist","$80K-$132K (Glassdoor est.)",3.4,"USI
3.4","Southfield, MI","Saint Paul, MN","1001 to 5000 ","1998","Company - Private","Construction","Construction, Repair & Maintenance","100 to 500 million ","Not Provided","Southfield","MI","80000-132000",80000,132000,106000,100000000,500000000,300000000,1001,5000,3001,1,1,0,0,0,1
"595","594","Data Scientist","$80K-$132K (Glassdoor est.)",3.9,"GSK
3.9","Collegeville, PA","Brentford, United Kingdom","10000 ","1830","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Pfizer, AstraZeneca, Merck","Collegeville","PA","80000-132000",80000,132000,106000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,1,1
"596","595","Data Scientist","$80K-$132K (Glassdoor est.)",3.8,"CIA
3.8","Washington, DC","Langley, VA","Unknown","1947","Government","Federal Agencies","Government","Not Provided","Not Provided","Washington","DC","80000-132000",80000,132000,106000,100000000,500000000,300000000,501,500,751,0,0,0,0,0,0
"597","596","Data Scientist","$80K-$132K (Glassdoor est.)",4.5,"Maven Wave Partners
4.5","Chicago, IL","Chicago, IL","201 to 500 ","2008","Company - Private","Consulting","Business Services","50 to 100 million ","Not Provided","Chicago","IL","80000-132000",80000,132000,106000,50000000,100000000,75000000,201,500,351,1,0,0,1,1,1
"598","597","Data Scientist","$80K-$132K (Glassdoor est.)",4.3,"Ovative Group
4.3","Minneapolis, MN","Minneapolis, MN","51 to 200 ","2009","Company - Private","Advertising & Marketing","Business Services","10 to 25 million ","Not Provided","Minneapolis","MN","80000-132000",80000,132000,106000,10000000,25000000,17500000,51,200,126,1,0,0,1,0,0
"599","598","Data Scientist","$80K-$132K (Glassdoor est.)",3.6,"Kognetics
3.6","Gahanna, OH","New York, NY","1 to 50 ","Not Provided","Company - Private","Not Provided","Not Provided","Not Provided","Not Provided","Gahanna","OH","80000-132000",80000,132000,106000,100000000,500000000,300000000,1,50,26,1,0,0,1,1,1
"600","599","Data Scientist","$80K-$132K (Glassdoor est.)",2.9,"Envision Healthcare
2.9","Nashville, TN","Nashville, TN","10000 ","2005","Company - Private","Health Care Services & Hospitals","Health Care","Not Provided","Not Provided","Nashville","TN","80000-132000",80000,132000,106000,100000000,500000000,300000000,10000,500,10000,1,0,0,0,1,1
"601","600","Data Scientist","$80K-$132K (Glassdoor est.)",2.9,"Pragmatics, Inc.
2.9","United States","Reston, VA","201 to 500 ","1985","Company - Private","IT Services","Information Technology","100 to 500 million ","Not Provided","United States","Not Provided","80000-132000",80000,132000,106000,100000000,500000000,300000000,201,500,351,1,0,0,0,1,0
"602","601","Data Scientist","$80K-$132K (Glassdoor est.)",3.2,"ConsumerTrack
3.2","California","Los Angeles, CA","51 to 200 ","2004","Company - Private","Internet","Information Technology","25 to 50 million ","Not Provided","California","Not Provided","80000-132000",80000,132000,106000,25000000,50000000,37500000,51,200,126,1,1,0,0,0,1
"603","602","Decision Scientist","$80K-$132K (Glassdoor est.)",4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD","Laurel, MD","5001 to 10000 ","1942","Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","1 to 2 billion ","MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman","Laurel","MD","80000-132000",80000,132000,106000,1000000000,2000000000,1500000000,5001,10000,7501,0,0,0,0,0,0
"604","603","Data Scientist - TS/SCI FSP or CI Required","$80K-$132K (Glassdoor est.)",5,"Phoenix Operations Group
5.0","Annapolis Junction, MD","Woodbine, MD","1 to 50 ","2011","Company - Private","IT Services","Information Technology","1 to 5 million ","Not Provided","Annapolis Junction","MD","80000-132000",80000,132000,106000,1000000,5000000,3000000,1,50,26,1,0,0,0,0,0
